v1,v2,,,
spam,*NEED BUZZER JOB CAP PANDA* Syarat : - Minimal followers ig / tiktok *200 doang gak pake k* - Wanita dan Pria Bertanggung jawab dalam job tidak cancel semaunya (jika cancel denda sesuai fee awal). SOW : Post di tiktok sama story IG (bisa pilih salah satu / keduanya belum tau materi dr klien atau buat sendiri). *Fee 10k* No wa talent No wa mg 085601075106 Handle by als inf x buzzer kol https://docs.google.com/forms/d/e/1FAIpQLSePpfLowbLp28niU64BwDwgeXwdOSlBmruzY7ye1IBL1mJr5w/viewform,,,
spam,#NUMPANGJUALAN Selamat Pagi rekan-rekan! 🥳 Kami izin membuka lapak voucher platform kembali. List vc: 3x HTB VIP+ Annual / 1 Tahun☑️ 4x HTB VIP 6 Month ☑️ Bagi yang berminat boleh chat ke saya Semua voucher tentunya DI BAWAH HARGA PASAR! Kami percaya bahwa investasi terbaik adalah investasi pendidikan 😁. So grab yours FAST before the others take this chance sooner,,,
spam,#NUMPANGJUALAN Selamat Siang rekan-rekan! 🥳 Kami izin membuka lapak voucher platform kembali. List vc: 1x Shodan LifeTime ☑️ 4x HTB VIP+ Annual / 1 Tahun☑️ 2x PentesterLab 3 Month ☑️ 1x Burp Bounty Pro License (bisa digunakan untuk 5 device berbeda)☑️ Bagi yang berminat boleh chat ke saya Semua voucher tentunya DI BAWAH HARGA PASAR! Kami percaya bahwa investasi terbaik adalah investasi pendidikan 😁. So grab yours FAST before the others take this chance sooner,,,
spam,#NUMPANGJUALAN Selamat Siang rekan-rekan! 🥳 Kami izin lapak voucher platform kembali. List vc: 1x Shodan LifeTime ☑️ 4x HTB VIP+ Annual / 1 Tahun☑️ 3x PentesterLab 3 Month ☑️ 1x Burp Bounty Pro License (bisa digunakan untuk 5 device berbeda)☑️ Bagi yang berminat boleh chat ke saya Semua voucher tentunya DI BAWAH HARGA PASAR! Kami percaya bahwa investasi terbaik adalah investasi pendidikan 😁. So grab yours FAST before the others take this chance sooner 🙏,,,
spam,#NUMPANGJUALAN Selamat Siang rekan-rekan! 🥳 Kami izin membuka lapak voucher platform kembali. List vc: 1x Shodan LifeTime ☑️ 4x HTB VIP+ Annual / 1 Tahun☑️ 3x PentesterLab 3 Month ☑️ 1x Burp Bounty Pro License (bisa digunakan untuk 5 device berbeda)☑️ Bagi yang berminat boleh chat ke saya Semua voucher tentunya DI BAWAH HARGA PASAR! Kami percaya bahwa investasi terbaik adalah investasi pendidikan 😁. So grab yours FAST before the others take this chance sooner 🙂,,,
spam,#NUMPANGJUALAN Selamat siang rekan-rekan! 🥳 Kami izin membuka lapak voucher platform kembali. List vc: 1x Shodan Annual Voucher / 1 Tahun ☑️ 4x HTB VIP+ Annual / 1 Tahun☑️ 3x PentesterLab 3 Bulan☑️ 1x Burp Bounty Pro License (bisa digunakan untuk 5 device berbeda)☑️ Bagi yang berminat boleh chat ke saya Semua voucher tentunya DI BAWAH HARGA PASAR! Kami percaya bahwa investasi terbaik adalah investasi pendidikan. So grab yours FAST before the others take this chance sooner 🙂,,,
spam,Selamat Siang rekan-rekan! 🥳 Kami izin membuka lapak voucher platform kembali. List vc: 1x Shodan Annual Voucher / 1 Tahun ☑️ 4x HTB VIP+ Annual / 1 Tahun☑️ 4x PentesterLab 3 Month ☑️ 1x PentesterLab 1 Month ☑️ 1x Burp Bounty Pro License (bisa digunakan untuk 5 device berbeda)☑️ Bagi yang berminat boleh chat ke saya atau rekan2 saya @G0wtheer @Veerm0uth @k_takumi Semua voucher tentunya DI BAWAH HARGA PASAR! Kami percaya bahwa investasi terbaik adalah investasi pendidikan 😁. So grab yours FAST before the others take this chance sooner 🙂,,,
spam,Pembinaan dan Sertifikasi Pembinaan Ahli K3 Kimia Daftarkan karyawan anda untuk mengikuti: “Pembinaan dan Sertifikasi Ahli K3 Kimia” bersama PT. TRAINERS MANAGEMENT INDONESIA! Kami membuka kesempatan untuk mengikuti pembinaan yang akan dilaksanakan pada Virtual Training : 08 - 19 Maret 2021 ❓Kenapa harus kami ❓ ✔️Dipercaya lebih dari 1000 perusahaan besar ✔️Berpengalaman lebih dari 12 tahun ✔️Direkomendasikan Kemnaker RI ✔️Perusahaan berizin resmi Dengan minimal 30 peserta anda cukup investasi sebesar 💸 Rp.16.500.000 per orang dengan S&K *lihat pada flyer untuk detailnya. . Apa yang anda dapatkan?: Fasilitas yang di dapatkan : - Sertifikat Kemnaker RI - Lisensi Resmi - Modul Pelatihan 📌 Persyaratan : - Minimal Lulusan D3 Kesehatan - FC Ijazah & KTP - Surat Tugas dari Perusahaan - Pas Photo 2x3 3x4 4x6 latar Merah Untuk info lebih lanjut hubungi Admin TMI: https://wa.me/6285860586978 atau kunjungi website kami: http://pusatpelatihank3.id/,,,
spam,🎉*HIMPUNAN MAHASISWA INFORMATIKA PROUDLY PRESENT*🎉 _*OWWI CYBER COMPETITION CAPTURE THE FLAG*_ dengan tema _*GET THE FLAG BE THE WINNER*_ *JURI* 👨🏻‍💼 _*JOSHUA M. SINAMBELA ST M.Eng*_ 👨🏻‍💼 _*MUHAMMAD PAILUS S.Kom. CEH*_ *Fasilitas :* 🍴 Lunch 🍫 Snack 🏆 Piala Penghargaan 💰 Uang Pembinaan 🎟 Tiket Seminar Nasional 📜 *Setifikat* _*Cyber Competition*_ *WAKTU & TEMPAT PELAKSANAAN* *Babak Penyisihan* 📆 : Senin 1 April 2019 🕖 : 19.00 WIB 📍 : Everywhere (Online) *FINAL* _*Cyber Competition*_ 📆 : Kamis 11 April 2019 🕖 : 08.00 s.d selesai 📍 : Ruang Adisujipto STTA _Jl. Janti Blok R Lanud AdisutjiptoYogyakarta_ ===================== *TICKET FINALIS* _*CYBER COMPETITION*_ 💰 _Price_ : 100K *NB* - _*Pendaftaran tanggal 1 - 24 Maret 2019*_ - _*Pembayaran Finalis Cyber Competition tanggal 2 – 8 April 2019*_ =================== *Syarat dan Ketentuan* 1. Download rulebook di www.owwifest.com dan membaca secara cermat petunjuk pada rulebook tersebut. 2. Mengisi formulir pendaftaran di www.owwifest.com 3. Setelah peserta lolos 20 besar pada babak penyisihan peserta melakukan pembayaran dan registrasi ulang. Pembayaran Finalis Cyber Competition dapat di transfer melalui rekening 0460244089 (BNI) atas nama *Rilla Wahyuningsih* 4. Mengirim bukti pendaftaran ke email hmf@stta.ac.id dengan subject CyberCompetitionOWWI2019_nama_namainstansi 5. Menunggu konfirmasi dari panitia melalui email. 6. Peserta finalis wajib melakukan konfirmasi kehadiran FINAL Cyber Competition. *NB* - _*Kuota TIDAK Terbatas*_ - _*Satu Tim maksimal 3 orang*_ - _*Mohon Membaca Rulebook Sebelum Melakukan Pendaftaran*_ ========================== *Cara Pesan Tiket* *Hubungi CP* 🤵 085725112462 (Dadan) 🤵 081288758723 (Diki) #cybercompetition #capturetheflag #cybercompetition 2019 # OWWI #OWWI2019 #cybercompetitionstta #cybercompetitionyogya #cybercompetitionumum #umum #cybercompetitionmahasiswa #ctf #ctf2019 #ctfowwi #owwi #owwi2019 #mahasiswayogyakarta #hmf #hmfstta #stta #sttayogyakarta #yogyakarta,,,
spam,Investor cari yg unik? Apa semua investor seperti itu? Dan afaik kebanyakan investor sekarang memang nyari produsen yg udah berjalan. Udah jarang investor yg ikut mulai dari 0. Di fase sudah berjalanprodusennya udah mau ambil untung apa masih mau riset? Saya pernah ngeliat duit investor yg khusus dipake buat riset Walaupun dealnya ttp produsen harus ngembaliin dalam waktu sekian. Tp intinya sih soal mulut emas kl nego antara produsen-investor. 😄😄😄,,,
spam,DILo Jakarta Startup Forum STARTUP INVESTMENT 101: LEGAL ASPECT AND TERM SHEET Pada event community gathering kali ini DILo Jakarta mengundang tim Momentum Works selaku pelaksana program Workshop dan Pendampingan Startup BAKTI Kominfo untuk membahas seputar salah satu materi penting dalam aspek keuangan startup yaitu Valuasi. Pada program kali ini DILovers bisa belajar tentang bagaimana para investor baik Angel Investor maupun Venture Capital mengukur nilai dari sebuah startup sebagai penentu keputusan mereka dalam berinvestasi. Narasumber kita kali ini adalah mas TIGRAN ADIWIRYA ketua program Workshop dan Pendampingan Startup dari Badan Aksesibilitas Komunikasi dan Teknologi Informasi (BAKTI) Kemkominfo. Dengan pengalamannya dalam analisa investasi di Momentum Works dan ANGIN ia akan berbagi wawasannya seputar strategi startup untuk meraih pendanaan dari investor baik Angel Investor maupun Venture Capital. Materi ini diharapkan dapat membantu para startup member DILo Jakarta untuk memahami lebih dalam seputar berbagai variable yang mempengaruhi valuasi bisnisnya dan meningkatkan posisi tawar mereka di mata investor. Waktu: Sabtu 3 Oktober 2020 jam 13.00-15.00 WIB Tempat: Rumah Masing-masing (via webinar) Link webinar akan dikirimkan via email registrasi Instagram poster: https://www.instagram.com/p/CFyplZCJkG2/?igshid=tkn7wkjtlcr5 Register here: http://bit.ly/comgath1003jkt,,,
spam,SEMINAR VIRTUAL : Mengapa Perlu Transisi ke Quantum Cryptography? Hadiri Seminar Virtual Eksklusif oleh Pusat Penelitian dan Pengabdian Kepada Masyarakat Politeknik Siber dan Sandi Negara dengan tema Mengapa Perlu Transisi ke Quantum Cryptography? seminar virtual akan diselenggarakan dalam 3 sesi. Materi akan disampaikan oleh pembicara-pembicara yang berkompeten dibidangnya yaitu : 👤 Agung Trisetyarso Ph.D - Ketua Konsentrasi Ilmu Komputer Departemen Doktor Ilmu Komputer Universitas Bina Nusantara 👤 Dr. Santi Indarjani - Wakil Direktur Bidang Akademik Politeknik Siber dan Sandi Negara 👤 Dr. Martianus Frederic Ezerman Ph.D - Senior Research Fellow Nanyang Technological University Moderator: 👤 Dr Amiruddin - Kepala Pusat PPM Politeknik Siber dan Sandi Negara Topik Pembicaraan: 💡 Fundamental Concepts of Quantum Computer 💡 What is Post Quantum Cryptography? 💡 Quantum-Secure Cryptographic Protocols Kegiatan akan diselenggarakan pada: 🗓 : Jumat 17 September 2021 🕛 : 13.30 WIB – 16.30 WIB 📍 : ZOOM Meeting 💥 : Gratis! Dapatkan Sertifikat Eksklusif dan hadiah menarik bagi peserta yang beruntung. Informasi lebih lanjut kunjungi : https://www.linkedin.com/feed/update/urn:li:activity:6840136258157735936,,,
spam,Event ReKaT kembali hadir!! Ikuti Event Kelas IT Gratis bersama para Expert komunitas-komunitas IT dan para pembelajaran lainya. Caranya sangat mudah.. Langsung klik link https://bit.ly/rekatsuhuacademy2 (atau klik link yang ada di bio kami) Kamu bisa pilih salah satu kelasnya saja atau mau ikutan semuanya juga okee Cukup luangkan waktu kamu satu hari aja kamu akan dapat : - Ilmu IT terupdate - Giveaway bagi yang beruntung - Networking dengan para expert dan pembelajar lainya - Group Edukasi - Dan masih banyak lagi Ikuti juga media kita lainya untuk mendapatkan informasi terupdate : - Follow akun instagram @suhuacademy - Subscribe Youtube SUHU TV https://bit.ly/youtubesuhutv - Artikel IT dan informasi pelatihan terupdate di https://suhu.co.id/,,,
spam,Jual Source Code Panel PPOB & SMM (Berbasis Website) Harga : 200rb (tidak termasuk fitur WA notification) Versi update terakhir : 29/05/2021 ✓ Website responsive ✓ Friendly user ✓ Sudah termasuk pemasangan di hosting kalian (pemasangan panel & intregasi API) ✓ Free fix bug/eror ✓ Server pusat dijamin murah ✓ Bebas pilih seller dari harga murah sampai rating terbaik ✓ Anti bug saldo 98% ✓ Free apk webview,,,
spam,Bagi teman2 yg mau buka akun gratis dan investasi di Bitcoin atau macam2 Crypto currency bisa pakai link ini: https://www.binance.com/en/register?ref=WEM6LDKT Juga bagus bagi pemula Crypto jika ingin lihat2 dulu sebelum berinvestasi. Disclaimer: Ini hanya sharing link dan bukan sebagai Financial Adviser. Investasi mengandung resiko dan ketidakpastian. Periksa saham reksadana crypto obligasi dan lainnya sebelum berinvestasi.,,,
spam,#Boxplot return saham minggu Data$minggu <- format(Data$Date%w) Data$minggu <- as.character.Date(format(Data$Date%w)) minggu <- ts(Data$minggu) win.graph() par(mfrow=c(32)) boxplot(RT_BSDE ~ mingguxlab = Mingguylab = Return Sahammain=Boxplot Mingguan BSDE) boxplot(RT_CTRA ~ mingguxlab = Mingguylab = Return Sahammain=Boxplot Mingguan CTRA) boxplot(RT_DMAS ~ mingguxlab = Mingguylab = Return Sahammain=Boxplot Mingguan DMAS) boxplot(RT_KPIG ~ mingguxlab = Mingguylab = Return Sahammain=Boxplot Mingguan KPIG) boxplot(RT_LPKR ~ mingguxlab = Mingguylab = Return Sahammain=Boxplot Mingguan LPKR) boxplot(RT_PWON ~ mingguxlab = Mingguylab = Return Sahammain=Boxplot Mingguan PWON),,,
spam,permasalahan awal sih kaya tampilan saham jadi asumsi saya langsung tampilan saham udah representatif soalnya wkwk,,,
spam,# Investasi Ilmu Diri Sendiri untuk 5-10 Tahun Kedepan ## Belajar dari sekarang bagi yg belum sama sekali Helo teman2. Mau sharing dan himbauan dari hasil pengamatan saya tentang masa depan aplikasi didunia IT 5-10 tahun kedepan. Untuk masa depan aplikasi selain sudah tau monolithic application terus ada yg terpaksa diakal2in supaya masuk ke microservices. Ada baiknya juga langsung ke modern app development dengan cloud native. Sekarang ini banyak aplikasi beralih ke bentuk cloud native dan bukan sekedar modifikasi monolithic ke microservices. Untuk itu component2 cloud native harus diketahui dan kalau bisa dikuasai paling dikit 30%. Untuk spec aplikasi modern berbasis cloud native gunakan model component2 modern applications infrastructure dan architecture design. Bisa mulai lihat dari ini: https://oam.dev https://dapr.io https://azure.microsoft.com/en-us/overview/cloudnative/ Serverless dll. Di AWS dan GCP juga ada. Kemudian mulai belajar Q# untuk Quantum Computing. 5% investasi disini sudah cukup utk sekarang. Kita tidak tau kapan Quantum Computing akan ada secara penuh untuk komersil tapi harus lihat kedepan dan siap2 juga. https://docs.microsoft.com/en-us/azure/quantum/overview-what-is-qsharp-and-qdk Kita semua mengerti dgn kesibukan pekerjaan yg ada. Yg terkadang memaksa kita pakai monolithic app atau tidak ada pilihan dari tempat kerja utk experiement modern app. Ini tidak apa2 bukan harus 180 derajat tukar haluan. Tapi ambil masa juga untuk Investasi ilmu diri sendiri dengan pengetahuan baru modern app didunia cloud native. Kita memang pakai .NET tapi aplikasi cloud native agnostic dan polyglot. Untuk itu component2 penting cloud native harus diketahui. Semua .NET developers Indonesia harus siap melihat tantangan 5-10 tahun kedepan dan siap menghadapi tantangan kerja baru. Masalahnya benda2 kayak gini gak diajarin di sekolah2 dari SMA smpi kuliah. Selamat menempuh hidup baru! 😂😂😂,,,
spam,kalo beli saham aku kurang tau economic value saham itu buat apaan sih aku sendiri bukan lulusan ekonomi soalnya 🤔,,,
spam,hehee mungkin bisa bikin ulasan sahamatau mungkin sudah ada misal saham mana yng profit nya lagi bagus atau prediksi hari ini jual atau beli saham nya heuheu,,,
spam,Ada beberapa approach 1. Harga saham pada hari libur bursa = harga penutupan terakhir. Di R bisa pake na.locf() 2. Harga saham pada hari libur bursa adalah interpolasi dari data point yang berdekatan pakai na.interp(),,,
spam,iya tp invest di saham (bukan trading saham) ini lagi belajar lebih enak karena ilmu nya lebih jelas dan logis.,,,
spam,Trading itu aktifitas jual beli bisa saham binary forex dan semua aktifitas jual beli. Kalo binomo itu binary itu termasuk gambling. Kalo trading saham kita jual beli kepemilikan perusahaan. Forex itu mata uang kalo gk salah. Aku ragu sama pengetahuanku. Jadi trading binomo bukan trading saham,,,
spam,Apresiasi harga saham bukan seperti bunga Bank. Dan ini bukan bunga Bank Riba. Saham yg kita beli jadi milik kita. Kalau ada RUPS kita akan diundang (gak perlu datang kalau diundang). Jadi sama seperti beli rumah. Terus setelah 10 tahun harga rumah naik kita jual dapat untung ini bukan bunga Riba. Tapi ini bunga keuntungan dari apresiasi harga. Jadi jangan salah faham.,,,
spam,[TUTORIAL] Buat teman-teman yang belajar Cisco Router dan Switch bisa simak disini ya: Channel Nanang : https://www.youtube.com/c/NanangSadikinOfficial Play List Cisco: https://www.youtube.com/playlist?list=PLuJxQVXgk38r2oPkarkvOP7DdVX1ndWMH 1. Menyimpan Konfigurasi Cisco Switch : https://youtu.be/che5k7rZ_Dk 2. IP Address Interface Router : https://youtu.be/cUHcyFkcJGk 3. IP Address Interface VLAN : https://youtu.be/NySvXE6hk08 4. Investasi Cisco CCIE : https://youtu.be/qXebvtxfKR8 5. Mengganti Hostname Cisco Router : https://youtu.be/dwdiHhajzuA 6. MAC Address Table Dynamic pada Cisco Switch : https://youtu.be/v0XM1b7BM7E 7. Subnetting IP Address Kelas C Berdasarkan Jumlah Hosts : https://youtu.be/IqyOJcX5zWI 8. Lab Cisco CCNA CCNP CCIE : https://youtu.be/cb8Z8dUqY1I 9. Subnetting IP Address Kelas C Berdasarkan Jumlah Network : https://youtu.be/mzBrhJphUrs 10. VPN Client Access : https://youtu.be/ewEOu9nQtSQ 11. Jadwal Belajar Ujian CCNA : https://youtu.be/VHr4iKACFDI 12. Kenapa Harus Ikut Training Pelatihan : https://youtu.be/YG5ZiFPgduA 13. Spanning Tree Port Fast : https://youtu.be/zgPy7_aQirU 14. Cara Belajar Ujian Cisco CCNA CCNP CCIE : https://youtu.be/-6lJSm5E6ig 15. Pengenalan Cisco Router : https://youtu.be/BCj0qxkbQew 16. Pengenalan Cisco Switch : https://youtu.be/NEOC1XIej7A 17. Pengenalan Packet Tracer : https://youtu.be/3QQLrNYjrvM 18. Membuat Jaringan Sederhana : https://youtu.be/y7MsJ4-xjY0 19. Belajar Switch User Exec Mode : https://youtu.be/imjuBY5b_tg 20. Mengganti Password di Cisco Switch : https://youtu.be/5YUdGANsbF8 21. Mengganti Nama Switch di Cisco Switch : https://youtu.be/OT9nexaBB1E 22. Pengenalan VLAN : https://youtu.be/_380sR6lSDE 23. Membuat VLAN di Cisco Switch : https://youtu.be/L1ypfjX0Boo 24. Membuat Trunk di Cisco Switch : https://youtu.be/Rmvayw4PXmA 25. Koneksi Antar VLAN di Cisco Switch menggunakan Router : https://youtu.be/x0w7sRS8XWU 26. Membuat Remote Management VLAN di Cisco Switch : https://youtu.be/Bwc6IZ7FLDs 27. Pengenalan IP Address version 4 : https://youtu.be/A63gBq5scTU 28. Pengenalan Trunk : https://youtu.be/Bj37CdI3qFI,,,
